FREQ,Frequency,REF_AREA,Territory,DATA_TYPE_AGGR,Aggregate,VALUATION,Valuation (DESC),ADJUSTMENT,Adjustment (DESC),EDITION,Edition (DESC),TIME_PERIOD,Observation,OBS_STATUS,Observation status,NOTE_REF_AREA,Territory (NOTE_REF_AREA),NOTE_DATA_TYPE_AGGR,Aggregate (NOTE_DATA_TYPE_AGGR),NOTE_VALUATION,Valuation (NOTE_VALUATION),NOTE_ADJUSTMENT,Adjustment (NOTE_ADJUSTMENT),NOTE_EDITION,Edition (NOTE_EDITION),BASE_PER,Base year,UNIT_MEAS,Measure unit,UNIT_MULT,Multiplication unit
A,Annual,ITC,Nord-ovest,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M6,Jun-2025,2019,604443.4,,,,,,,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITC,Nord-ovest,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M6,Jun-2025,2020,554189.2,,,,,,,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITC,Nord-ovest,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M6,Jun-2025,2021,609151.3,,,,,,,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITC,Nord-ovest,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M6,Jun-2025,2022,633953.3,,,,,,,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITC,Nord-ovest,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M6,Jun-2025,2023,638702.3,,,,,,,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITC1,Piemonte,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M6,Jun-2025,2014,131140.5,,,,,,,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITC1,Piemonte,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M6,Jun-2025,2015,132573.6,,,,,,,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITC1,Piemonte,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M6,Jun-2025,2016,134131.6,,,,,,,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITC1,Piemonte,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M6,Jun-2025,2017,138049.3,,,,,,,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITC1,Piemonte,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M6,Jun-2025,2018,139084,,,,,,,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITC1,Piemonte,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M6,Jun-2025,2019,138296.6,,,,,,,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITC1,Piemonte,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M6,Jun-2025,2020,124757,,,,,,,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITC1,Piemonte,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M6,Jun-2025,2021,135915.4,,,,,,,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITC1,Piemonte,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M6,Jun-2025,2022,140806.1,,,,,,,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITC1,Piemonte,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M6,Jun-2025,2023,141165.1,,,,,,,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITC2,'Valle d"'Aosta / Vallée d"'Aoste',B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M6,Jun-2025,2014,4913.6,,,,,,,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITC2,'Valle d"'Aosta / Vallée d"'Aoste',B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M6,Jun-2025,2015,4863.1,,,,,,,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITC2,'Valle d"'Aosta / Vallée d"'Aoste',B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M6,Jun-2025,2016,4750.9,,,,,,,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITC2,'Valle d"'Aosta / Vallée d"'Aoste',B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M6,Jun-2025,2017,4870.9,,,,,,,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITC2,'Valle d"'Aosta / Vallée d"'Aoste',B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M6,Jun-2025,2018,4909,,,,,,,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITC2,'Valle d"'Aosta / Vallée d"'Aoste',B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M6,Jun-2025,2019,4894.3,,,,,,,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITC2,'Valle d"'Aosta / Vallée d"'Aoste',B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M6,Jun-2025,2020,4437.1,,,,,,,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITC2,'Valle d"'Aosta / Vallée d"'Aoste',B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M6,Jun-2025,2021,4704.9,,,,,,,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITC2,'Valle d"'Aosta / Vallée d"'Aoste',B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M6,Jun-2025,2022,4942,,,,,,,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITC2,'Valle d"'Aosta / Vallée d"'Aoste',B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M6,Jun-2025,2023,5014.3,,,,,,,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITC3,Liguria,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M6,Jun-2025,2014,50059,,,,,,,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITC3,Liguria,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M6,Jun-2025,2015,49986.7,,,,,,,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITC3,Liguria,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M6,Jun-2025,2016,50212.4,,,,,,,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITC3,Liguria,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M6,Jun-2025,2017,50872.1,,,,,,,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITC3,Liguria,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M6,Jun-2025,2018,50496.5,,,,,,,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITC3,Liguria,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M6,Jun-2025,2019,50552.1,,,,,,,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITC3,Liguria,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M6,Jun-2025,2020,44959.6,,,,,,,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITC3,Liguria,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M6,Jun-2025,2021,48537.4,,,,,,,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITC3,Liguria,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M6,Jun-2025,2022,50256.8,,,,,,,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITC3,Liguria,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M6,Jun-2025,2023,51110.7,,,,,,,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITC4,Lombardia,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M6,Jun-2025,2014,384761.1,,,,,,,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITC4,Lombardia,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M6,Jun-2025,2015,389042.7,,,,,,,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITC4,Lombardia,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M6,Jun-2025,2016,395615.9,,,,,,,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITC4,Lombardia,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M6,Jun-2025,2017,403930.1,,,,,,,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITC4,Lombardia,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M6,Jun-2025,2018,410264.4,,,,,,,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITC4,Lombardia,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M6,Jun-2025,2019,410719.4,,,,,,,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITC4,Lombardia,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M6,Jun-2025,2020,380035.5,,,,,,,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITC4,Lombardia,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M6,Jun-2025,2021,419993.6,,,,,,,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITC4,Lombardia,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M6,Jun-2025,2022,437951.5,,,,,,,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITC4,Lombardia,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M6,Jun-2025,2023,441407.3,,,,,,,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITD,Nord-est,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M6,Jun-2025,2014,398457.1,,,,,,,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITD,Nord-est,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M6,Jun-2025,2015,402073.4,,,,,,,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITD,Nord-est,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M6,Jun-2025,2016,408038,,,,,,,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITD,Nord-est,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M6,Jun-2025,2017,416454.4,,,,,,,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITD,Nord-est,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M6,Jun-2025,2018,422015.8,,,,,,,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITD,Nord-est,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M6,Jun-2025,2019,424088.2,,,,,,,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITD,Nord-est,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M6,Jun-2025,2020,386249.3,,,,,,,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITD,Nord-est,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M6,Jun-2025,2021,422363.2,,,,,,,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITD,Nord-est,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M6,Jun-2025,2022,440195.4,,,,,,,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITD,Nord-est,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M6,Jun-2025,2023,441807.5,,,,,,,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITDA,Trentino Alto Adige / Südtirol,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M6,Jun-2025,2014,44467.4,,,,,,,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITDA,Trentino Alto Adige / Südtirol,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M6,Jun-2025,2015,44814.8,,,,,,,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITDA,Trentino Alto Adige / Südtirol,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M6,Jun-2025,2016,45395,,,,,,,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITDA,Trentino Alto Adige / Südtirol,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M6,Jun-2025,2017,46113.7,,,,,,,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITDA,Trentino Alto Adige / Südtirol,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M6,Jun-2025,2018,47564.1,,,,,,,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITDA,Trentino Alto Adige / Südtirol,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M6,Jun-2025,2019,48184.4,,,,,,,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITDA,Trentino Alto Adige / Südtirol,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M6,Jun-2025,2020,44161.2,,,,,,,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITDA,Trentino Alto Adige / Südtirol,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M6,Jun-2025,2021,47131.9,,,,,,,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITDA,Trentino Alto Adige / Südtirol,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M6,Jun-2025,2022,49942.2,,,,,,,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITDA,Trentino Alto Adige / Südtirol,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M6,Jun-2025,2023,50307.4,,,,,,,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITD1,Provincia Autonoma Bolzano / Bozen,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M6,Jun-2025,2014,24447.3,,,,,,,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITD1,Provincia Autonoma Bolzano / Bozen,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M6,Jun-2025,2015,24925.3,,,,,,,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITD1,Provincia Autonoma Bolzano / Bozen,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M6,Jun-2025,2016,25149.5,,,,,,,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITD1,Provincia Autonoma Bolzano / Bozen,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M6,Jun-2025,2017,25601,,,,,,,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITD1,Provincia Autonoma Bolzano / Bozen,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M6,Jun-2025,2018,26455.6,,,,,,,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITD1,Provincia Autonoma Bolzano / Bozen,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M6,Jun-2025,2019,26767.6,,,,,,,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITD1,Provincia Autonoma Bolzano / Bozen,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M6,Jun-2025,2020,24398.5,,,,,,,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITD1,Provincia Autonoma Bolzano / Bozen,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M6,Jun-2025,2021,25988.2,,,,,,,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITD1,Provincia Autonoma Bolzano / Bozen,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M6,Jun-2025,2022,27637.1,,,,,,,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITD1,Provincia Autonoma Bolzano / Bozen,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M6,Jun-2025,2023,27959.2,,,,,,,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITD2,Provincia Autonoma Trento,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M6,Jun-2025,2014,20013.9,,,,,,,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITD2,Provincia Autonoma Trento,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M6,Jun-2025,2015,19892.4,,,,,,,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITD2,Provincia Autonoma Trento,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M6,Jun-2025,2016,20245,,,,,,,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITD2,Provincia Autonoma Trento,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M6,Jun-2025,2017,20513.1,,,,,,,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITD2,Provincia Autonoma Trento,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M6,Jun-2025,2018,21109.3,,,,,,,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITD2,Provincia Autonoma Trento,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M6,Jun-2025,2019,21417.4,,,,,,,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITD2,Provincia Autonoma Trento,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M6,Jun-2025,2020,19762.6,,,,,,,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITD2,Provincia Autonoma Trento,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M6,Jun-2025,2021,21143.7,,,,,,,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITD2,Provincia Autonoma Trento,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M6,Jun-2025,2022,22303.7,,,,,,,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITD2,Provincia Autonoma Trento,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M6,Jun-2025,2023,22345,,,,,,,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITD3,Veneto,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M6,Jun-2025,2014,159613,,,,,,,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITD3,Veneto,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M6,Jun-2025,2015,161434.9,,,,,,,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITD3,Veneto,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M6,Jun-2025,2016,164149.1,,,,,,,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITD3,Veneto,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M6,Jun-2025,2017,167558,,,,,,,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITD3,Veneto,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M6,Jun-2025,2018,168991.9,,,,,,,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITD3,Veneto,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M6,Jun-2025,2019,170186,,,,,,,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITD3,Veneto,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M6,Jun-2025,2020,153519.2,,,,,,,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITD3,Veneto,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M6,Jun-2025,2021,167907,,,,,,,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITD3,Veneto,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M6,Jun-2025,2022,176022.3,,,,,,,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITD3,Veneto,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M6,Jun-2025,2023,177385.3,,,,,,,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITD4,Friuli-Venezia Giulia,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M6,Jun-2025,2014,37428.6,,,,,,,,,,,,,,,EURO,Euro,6,Millions
